RowKey,title,latin_title,classes,order,description,image_src,image_alt,PartitionKey,spread_note,biotop,biotopes_note,food,food_note,proportions,reproduction,attractions,projects_note,breeding,localities_title,localities_url
465,Vydra severoamerická,Lontra canadensis,Savci (Mammalia),Šelmy (Carnivora),Vypadá velmi podobně jako naše vydra říční a vede i stejný způsob života. ,,,Severní Amerika,"Kanada, Aljaška, Florida (vysazena)",sladké vody,sladké vody a jejich okolí,živá kořist,ryby a další vodní živočichové,"délka těla 40–80 cm, délka ocasu 36–50 cm, hmotnost 5–14,5 kg",Samice je březí 56 dní a rodí 2–3 mláďata.,"Většinu času tráví u vody, v níž loví nejrůznější potravu. Štíhlé tělo je k plavání jako stvořené a silný ocas slouží jako kormidlo. Vydry mají sice nesmírně hustou srst, která je chrání před chladem, není však úplně nesmáčivá, a tak se po lovu musejí usušit. Když se vracejí do svého podzemního doupěte, prodírají se úzkou chodbou, v níž si kožich vyždímají o vyčnívající kořínky a nerovnosti. Mláďata odchovává v podzemním doupěti, jehož alespoň jeden vchod ústí pod hladinou. Jako všechny vydra je velice čilá, zvídavá a hravá.",,"Vydry severoamerické najdete v otevřeném výběhu, který byl vybudován v roce 1995, ale osídlily ho až v roce 1997. Protékající voda nezamrzá ani v zimě, a tak tu mohou vydry do sytosti dovádět. ",Horní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu
466,Volavka vlasatá,Ardeola ralloides,Ptáci (Aves),Brodiví (Ciconiiformes),Jedná se o malou volavku s převážně okrovým a béžovým zbarvením. Bílá křídla vyniknou především za letu. ,,,Evropa,"Evropa, Afrika včetně Madagaskaru, Blízký východ po Írán",travnaté území,okolí sladkých vod,živá kořist,"hmyz, ryby, obojživelníci","délka 42–47 cm, hmotnost  230–270 g","počet vajec 4–7 (v Evropě), inkubace 22–24 dny","Je aktivní převážně za úsvitu a za soumraku. Na noc a den se k odpočinku na chráněném místě sdružuje větší počet volavek a v době hnízdění může až 2 000 ptáků vytvořit společnou kolonii. Naproti tomu na loveckých výpravách je tato volavka radši sama anebo ve skupinkách do pěti jedinců. Při lovu číhá v úkrytu a čeká, až se kořist sama přiblíží na dosah; drobné obratlovce přitom někdy láká na návnadu (hmyz), kterou drží v zobáku. Je tažná, hnízdí v severních částech areálu a na zimu odlétá jižněji. Evropští ptáci zimují většinou v Africe. Na naše území zalétá jen poměrně vzácně.",,V novodobé historii zoo je chováme od roku 2011.,Ptačí mokřady,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1685-ptaci-mokrady
467,Volavčík člunozobý,Cochlearius cochlearius,Ptáci (Aves),Brodiví (Ciconiiformes),"Tento poměrně velký pták má popelavě šedé zbarvení, tmavé temeno a prodloužená pera na temeni hlavy. Čelo a tváře jsou bílé. Nápadný je především černý, široký zobák s ostrou hákovitou špičkou na horní čelisti.",,,Jižní Amerika,"Střední a Jižní Amerika, od Mexika po Peru a Brazílii",tropický les,"okolí vod, mokřady",živá kořist,vodní živočichové,"délka těla 35–39 cm, délka ocasu 10–12 cm, délka křídla 27–30 cm, hmotnost  500–780 g","počet vajec 2–4, inkubace 25–27 dní","Jako jiné volavky při lovu buď prochází na mělčině, nebo číhá na větvi či jiném posedu. Plochý zobák je velice užitečné zařízení, jímž pták dovedně chytá ryby i další vodní živočichy. Chocholku z dlouhých tmavých per v rozčilení načepýří, takže rázem vypadá mnohem větší. Hnízdí na stromech, o mláďata pečují oba rodiče.",,"Evidence chovu volavčíků v novodobé historii zoo začíná v roce 2001. Tehdy k nám přišel pár z francouzské zoo Beauval, který žije v zoo dosud a stal se zakladatelem úspěšného chovu.",Ptačí mokřady,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1685-ptaci-mokrady
468,Voduška červená,Kobus leche,Savci (Mammalia),Sudokopytníci (Artiodactyla),"Je známá také pod názvem voduška lečve. Samci mají dlouhé lyrovité rohy, samice jsou bezrohé. Rohy slouží hlavně při vzájemných soubojích, před predátory se brání ostrými kopyty.",,,Afrika,střední a jižní Afrika,travnaté území,"vlhké savany, mokřady, mělké vody",části rostlin,"tráva, byliny, listy, výhonky","délka těla 130–180 cm, délka ocasu 30–45 cm, výška v kohoutku 80–100 cm,
hmotnost 60–130 kg",Samice je březí 225 dní a rodí 1 mládě.,"Vodušky obecně nejsou nijak samotářské a takřka vždy je zastihneme v různě velkých skupinách. Voduška červená patří k více společenským druhům – často vytváří agregace čítající několik stovek zvířat. Samci v době říje obsazují poměrně malá teritoria na určitém omezeném území, která si hájí proti sousedům. Samice těmito místy volně procházejí a páří se s těmi samci, kteří je zaujmou svou velikostí a délkou rohů. Samice rodí jedno mládě, o které se pečlivě stará a neohroženě ho brání ostrými kopyty i proti poměrně velkým šelmám. Rohy samců mohou měřit až 90 cm.",,"Chováme je od roku 2002, první úspěšný odchov se podařil v roce 2008.",Africký dům,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/2363-africky-dum
469,Voduška abok,Kobus megaceros,Savci (Mammalia),Sudokopytníci (Artiodactyla),"Vyznačuje se nápadnou pohlavní dvojtvárností. Samec je tmavohnědý, se světlou kresbou na krku a plecích. Má dlouhé lyrovité rohy a je výrazně statnější než hnědavá samice.",,,Afrika,jižní Súdán a jihozápadní Etiopie,travnaté území,"vlhké savany, mokřady, mělké vody",části rostlin,"tráva, byliny, listy, výhonky","délka těla 140–160 cm, délka ocasu 40–50 cm, výška v kohoutku 100–110 cm, hmotnost 60–120 kg",Samice je březí 210–240 dní a rodí 1 mládě.,"Voduška abok se nejraději zdržuje v bažinách, o čemž svědčí dlouhé nohy
i prodloužená kopyta a paspárky. Žije v harémech tvořených samicemi s mláďaty a vedených dominantním samcem. Jednotlivé skupiny se někdy sdružují do agregací až 500 jedinců.","Jako mnoho jiných živočichů, kteří obývají mokřady, jsou i vodušky ohrožovány především vysoušením a přeměnou bažinatých ploch v pastviny nebo pole. Husté mokřadní porosty poskytují voduškám úkryt a jsou i zdrojem potravy, bez kterého se nedokážou obejít. Jsou-li nuceny své prostředí opustit a žít na suché savaně, začnou jejich počty klesat, protože se jejich organismus nevyrovná s nedostatkem vody. Kromě toho nejsou schopné se uživit spásáním tvrdé trávy a navíc musejí čelit potravní konkurenci domácího dobytka.",Chováme je od roku 2004.,Africký dům,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/2363-africky-dum
470,Vodouš rudonohý,Tringa totanus,Ptáci (Aves),Dlouhokřídlí (Chardriiformes),"Jak napovídá český druhový název, typickým znakem tohoto poměrně malého bahňáka jsou červeně zbarvené nohy, červený má také dlouhý zobák, jehož špička je černá.",,,Evropa,"Je tažný – zimuje ve Středomoří, na atlantském pobřeží Evropy a v jižní Asii. Hnízdí v arktických oblastech Eurasie.",tundra,"vlhké louky, močály, tundra, mořské pobřeží",bezobratlí,drobní bezobratlí,"délka 27–29 cm, délka křídla 16,5–17,5 cm, hmotnost  85–155 g","počet vajec 4, inkubace 23–24 dny","Vodouš nežije navzdory svému rodovému jménu přímo ve vodě, ale vyhledává vlhká stanoviště, a to především v době hnízdění. Jednotlivé páry budují na zemi jednoduché hnízdo a oba partneři se podílejí na péči o mláďata. Velice brzy je odvedou z hnízda a poté je učí shánět potravu, chrání je a zahřívají. Vodouše u nás spatříte nejčastěji v době jarního tahu, méně početní jsou na podzim a jen vzácně, v počtu do 40 párů, na našem území také hnízdí.",,"Vodouši se nepochybně objevovali již v rané historii zoo, doklady o jejich chovu však máme k dispozici až od roku 2010.",Ptačí mokřady,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1685-ptaci-mokrady
471,Vlk hřivnatý,Chrysocyon brachyurus,Savci (Mammalia),Šelmy (Carnivora),"Nevšední půvab dodávají těmto jihoamerickým šelmám vysoké nohy, mimochodná chůze a štíhlé tělo. Dospělí mají rezavě hnědé zbarvení srsti, černé nohy a bílou špičku ocasu. Tu mají i novorozená mláďata, která jsou jinak šedočerná.",,,Jižní Amerika,od severovýchodní Brazílie do Peru a Paraguaje,travnaté území,pampa,plody,"malí obratlovci, bezobratlí, plody","délka těla 95–107 cm, délka ocasu 35–49 cm, výška v kohoutku 70–90 cm, hmotnost  20–25,5 kg","březost 62–66 dní, počet mláďat 1–5","Domovským prostředím vlků hřivnatých jsou křovinaté savany a pampy, mnohde však v důsledku pastevectví a přeměny půdy v pole jejich počty klesají. Vlci hřivnatí žijí v párech nebo samotářsky a svým chováním se podobají spíše liškám. Jsou všežraví a v zoo dostávají dopolední krmení v podobě vařené rýže, tvarohu a různého ovoce (nejraději mají banány). Masitou složku jejich jídelníčku tvoří takzvané biologické krmení, tedy potkani, králíci nebo slepice.",,Vlky hřivnaté chováme už od konce 60. let 20. století.,Horní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu
472,Timálie zlatá,Leiothrix lutea,Ptáci (Aves),Pěvci (Passeriformes),"Má tlumené, olivově zelené zbarvení, žluté hrdlo a bradu a v dospělosti červený zobák. Mláďata mají zobák černý.",,,Asie,indický subkontinent,tropický les,husté křoviny a lesní podrost v podhorských a horských opadavých lesích,rostliny i živočichové,"hmyz, také bobule a semena","délka 14–15 cm, hmotnost 18–28 g",Samice snáší 3–5 vajec a sedí na nich 9–12 dní.,"Sdružuje se do malých hejn, ptáci si hledají potravu hlavně na zemi. Díky příjemnému melodickému zpěvu se jí přezdívá čínský slavík. Kdysi hojný pták dnes na mnoha místech mizí v důsledku stále větší poptávky na trzích i ztráty původního prostředí.",,Chováme je od roku 2007 a úspěšně je rozmnožujeme.,Sečuán - pavilon ptáků z podhůří Himálaje,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1441-secuan-pavilon-ptaku-z-podhuri-himalaje
473,Timálie rudolící,Liocichla ripponi,Ptáci (Aves),Pěvci (Passeriformes),"Je poměrně pestře zbarvená, typická je červená skvrna po stranách hlavy.",,,Asie,"Myanmar, Thajsko, Vietnam, jižní Čína",tropický les,"světlé lesy, bambusové háje, rokle, obvykle v blízkosti bažin",rostliny i živočichové,"bezobratlí, plody, semena","délka 21–23 cm, hmotnost 42–53 g","Samice snáší 3 vajíčka, další informace nejsou známy.","Timálie rudolící byla dříve známá pod jménem sojkovec rudolící. Je to plachý, nenápadný obyvatel světlých lesů a bambusových hájů, kde se v párech nebo malých skupinkách zdržuje v podrostu. Obecně lze říci, že popsat blíže timálie jako skupinu není snadné, protože v rámci čeledě timáliovitých vlastně jednotnou skupinu netvoří. Místo toho jsou takto označováni všichni zástupci čeledě, kteří v češtině nenesou jméno sojkovec, chocholáček nebo křivozobka, a někdy dokonce i oni. Všeobecně by se však dalo říct, že se jedná o menší hmyzožravé ptáky z teplejších oblastí Asie a méně i Afriky. Nejsou to nijak dobří letci a spíše se zdržují ve větvích u země, po kterých poskakují na silných nožkách. Žijí skrytě a jsou více slyšet než vidět – mívají totiž jasný hlas.",,Chováme je od roku 2007. První mládě se vylíhlo v roce 2008.,Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
474,Špaček rudokřídlý,Onychognathus morio,Ptáci (Aves),Pěvci (Passeriformes),"Celkově šedočerný špaček, který dostal jméno podle rezavých ručních letek, jež jsou patrné hlavně v letu.",,,Afrika,východní a jižní Afrika,travnaté území,"skalnatá krajina s řídkými lesy, lidská sídla",rostliny i živočichové,"zralé plody, nektar a pyl, bezobratlí, někdy i drobní obratlovci","délka těla 16–17,5 cm, délka ocasu 12–14 cm, hmotnost 0,14–0,16 kg","Snáší 2–4 vejce, sedí na nich 15 dnů.","Je společenský a vytváří početná hejna. Častou součástí jeho jídelníčku jsou zralé plody, především kapinic (akácií). Je tak významným šiřitelem semen. Při sběru nektaru a pylu sedá na rostliny s dostatečně mohutnými květy, aby ho unesly. S oblibou také sedá na hřbety velkých býložravců a zbavuje je cizopasníků. Hnízdo, které má hliněný základ, je spletené z větviček a měkce vystlané, umísťuje na skalní římsy. Na vejcích sedí pouze samice.",,"Tito špačkové přišli do zoo v roce 2005, první mláďata byla odchována v roce 2011.",Ptačí mokřady,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1685-ptaci-mokrady
475,Špaček pagodový,Temenuchus pagodarum,Ptáci (Aves),Pěvci (Passeriformes),"Vyznačuje se hnědavým zbarvením a černou čepičkou a chocholkou delšího peří na hlavě, kterou v rozrušení nebo při zpěvu vztyčuje. Zároveň načepýří delší béžová pera na hrdle.",,,Asie,"Hnízdí v Nepálu a Indii, v zimě zalétá na Srí Lanku a v létě se objevuje v západním a severovýchodním Himálaji.",tropický les,"suché lesy, křovinatý buš, okolí lidských sídel",rostliny i živočichové,"plody, semena, bezobratlí, především hmyz","délka 21 cm, hmotnost 70 g","Samice snáší 3–5 vajec, na kterých sedí 14 dnů.","Má melodický hlas a dokáže napodobit hlasy jiných ptáků i okolní zvuky. Hnízdí v dutinách stromů (nebo budkách) obvykle ve výšce 5 až 10 metrů nad zemí. Vytváří malá hejna, často s jinými druhy špačkovitých ptáků či dokonce papoušků. Potravu hledá hlavně na zemi, k odpočinku vylétá do korun stromů.",,Chováme je od roku 2007 a úspěšně je rozmnožujeme.,Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
476,Vlhovec žlutokápý,Chrysomus icterocephalus,Ptáci (Aves),Pěvci (Passeriformes),"Jméno dostal podle zbarvení samce, který je celý černý, jen hlavu, krk a hruď má jasně žluté. Samice je hnědá.",,,Jižní Amerika,severní oblasti Jižní Ameriky,travnaté území,"mokřiny, rákosiny, vlhké savany a pole, mangrovy",semena,"drobná semena (včetně rýže), hmyz","délka 17–19 cm, hmotnost samic v průměru 27 g, samců 36 g","Samice snáší 2–4 vejce, na kterých sedí sama 11–13 dní.","Za potravou létá v hejnech a také hnízdění probíhá nejčastěji v koloniích. Jeden samec může mít až pět partnerek. Každé z nich sám postaví hnízdo mezi stébly nad vodní hladinou a brání ho před predátory i hnízdními parazity, na sezení ani výchově mláďat se však nepodílí.",,"Chováme je od roku 2014.
Zimu tráví v zázemí zoo, mimo návštěvnické prostory.",Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
477,Zrzohlávka rudozobá,Netta rufina,Ptáci (Aves),Vrubozobí (Anseriformes),"Je to potápivá kachna s výraznou pohlavní dvojtvárností. Samice je nenápadná, samec má ve svatebním šatě červený zobák a nohy a jasně rezavou hlavu s delším peřím, které ji opticky zvětšuje.",,,Evropa,"Hnízdí nesouvisle ve střední a východní Evropě a ve Střední Asii od Černého moře po Bajkal, zimuje v jihozápadní a jižní Evropě, severní Africe a na indickém subkontinentu.",sladké vody,hluboké vodní nádrže s hustým rákosím u břehů,rostliny i živočichové,"části rostlin, občas i drobní vodní živočichové (rybky, měkkýši, hmyz a jeho larvy)","délka 53–58 cm, rozpětí 84–88 cm, hmotnost 0,8–1,3 kg.","Samice snáší zpravidla 8–10 vajec, sedí na nich sama 26–28 dní.","Je to poměrně tichá kachna s nevýrazným hlasem. Během toku samice čeká na hladině, zatímco se samec potápí a přináší jí „dárky“ – jedlé i nejedlé. Samice staví hnízdo z rostlinného materiálu, které pečlivě ukrývá ve vegetaci. Často ale snáší i do cizích hnízd − včetně hnízd jiných druhů kachen. Pro potravu se potápí (pod vodou vydrží až 2,5 minuty), případně panáčkuje podobně jako plovavé kachny. V Česku je vzácná, pravidelně hnízdí jen na několika místech Moravy a Jižních Čech.",,"Zrzohlávka se objevovala v chovech pražské zoo opakovaně, v novodobé historii ji chováme od roku 2014.",Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
478,Teju červenavý,Tupinambis rufescens,Plazi (Reptilia),Šupinatí (Squamata),"Pro teju červenavého je typická výrazná pohlavní dvojtvárnost – samci jsou větší než samice a mají mohutnější hlavu a silnější ocas. Mláďata jsou hnědozelená, s tmavou kresbou.",,,Jižní Amerika,západní Argentina až Paraguay,tropický les,savany i tropické lesy,rostliny i živočichové,"menší obratlovci, bezobratlí, plody a další části rostlin","délka až 1,3 m (samec), hmotnost až 10 kg","Samice klade 5–30 vajec, inkubace trvá 90–150 dní.","Teju je aktivní hlavně dopoledne a navečer. Horké období dne tráví v podzemní noře, kterou si sám vyhrabe. Také dobu hibernace tráví v podzemí. Během námluv samec láká samic zvláštním přešlapováním, dotýká se jí čenichem a lehce ji škrábe na bocích. Samice klade vejce do termitišť, která rozhrabe silnými drápy, a někdy snůšku po určitou dobu hlídá.",,Čtveřice těchto ještěrů přišla do zoo v roce 2009 a od roku 2010 je pravidelně rozmnožujeme.,Terárium,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/5814-terarium
479,Velemyš (krysa) největší,Phloeomys cumingi,Savci (Mammalia),Hlodavci (Rodentia),"Robustní tělo, krátké nohy, okrouhlé boltce a dlouhý ocas – to jsou typické znaky velemyši (dříve krysy) největší. Podobá se příbuzné velemyši obláčkové, má však jednobarevně hnědošedou srst bez světlé kresby.",,,Asie,Filipíny - jižní Luzon a přilehlé ostrůvky,tropický les,tropické deštné lesy,části rostlin,"mladé listy, plody","délka 67−75 cm, z toho ocas 27−31 cm, hmotnost 1,5−2 kg",Samice je březí 2 měsíce a rodí 1 mládě.,"Zdržuje se v korunách stromů, je aktivní v noci. Žije samotářsky, jen občas se sdružuje do malých skupin. Mládě se rodí dobře vyvinuté, matka ho nosí zpočátku pevně přisáté na břiše.",,Zoo Praha chová krysy největší od roku 2010 a vede pro tento druh evropskou plemennou knihu.,Afrika zblízka,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka
480,Šváb  Vanwaerebeckův,Princisia vanwaerebecki,Hmyz (Insecta),Švábi (Blattodea),"Je velmi podobný švábu syčivému, navíc dost proměnlivý, takže jejich odlišení je velmi obtížné.",,,Afrika,Madagaskar,tropický les,přízemní patro tropických lesů,rostliny i živočichové,"všežravý - části rostlin, i tlejících, drobní živočichové, zdechliny",délka až 8 cm,"Je „živorodý“ – samice nosí ootéku v těle a vypouští nymfy ve chvíli, kdy se líhnou z vajíček.","Vede podobný způsob života jako šváb syčivý. Zdržuje se na zemi a v opadance, je vysloveně všežravý a je živorodý. Také tento druh je vhodný pro začínající chovatele, protože je velmi klidný a zároveň dekorativní.",,Chováme je od roku 2013.,Afrika zblízka,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka
481,Šváb harlekýn,Neostylopyga rhombifolia,Hmyz (Insecta),Švábi (Blattodea),"Samec i samice jsou výrazně skvrnití a mají zkrácená přední křídla, zadní chybějí úplně.",,,Asie,"Původně pochází z jihovýchodní Asie, dnes však žije i na severu Austrálie, v Mexiku, na Madagaskaru i jinde.",listnatý a smíšený les,"okolí lidských sídel – vlhká, zarostlá místa",rostliny i živočichové,"Jsou vysloveně všežraví a nepohrdnou žádným zbytkem, na který narazí.",délka 20−25 mm,Ootéka obsahuje obvykle 22 vajíčka.,"Patří k nelétavým druhům, ale o to rychleji běhá a dovede také skvěle šplhat i po svislém povrchu. Zdržuje se v okolí domů, ale do budov nevstupuje. Samice vytváří ootéku dlouhou asi 12 mm a nosí ji několik dní, než ji odloží na vhodném místě. Často ji pak zamaskují kousky rostlin. Vývin nymf trvá 286−302 dny.",,Chováme ho od roku 2008.,Afrika zblízka,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka
482,Šváb egyptský,Polyphaga aegyptiaca,Hmyz (Insecta),Švábi (Blattodea),"Samičky tohoto druhu jsou bezkřídlé a jejich téměř kruhovité, článkované tělo připomíná spíše tělo stínky než švába. Pouze samečci mají „klasický“ švábí vzhled a jsou schopni letu.",,,Evropa,"severní Afrika, Itálie, Irák, Írán až po Kaspické moře",listnatý a smíšený les,"lesy, lidská sídla, zahrady",rostliny i živočichové,"části rostlin, odumřelé zbytky organismů, drobní bezobratlí",délka 25−34 mm,V ootéce je 7−13 vajíček.,"Zdržuje se na zemi a s oblibou se zahrabává do substrátu. Lze ho zastihnout i na tmavých a vlhkých místech v budovách. Ootéka je opatřena výrazným kýlem a nápadnými zuby. Vývoj nymf trvá až dva roky. Švábi patří k nejúspěšnějším živočichům na Zemi. Objevili se před miliony lety a od té doby se téměř nezměnili. Jsou dokonale přizpůsobeni k pozemnímu životu. Mají ploché tělo, takže proklouznou i velmi úzkými skulinami. Jsou schopni neuvěřitelně rychle běhat – za jedinou sekundu urazí padesátinásobek vlastní délky. Během dne se ukrývají a začínají aktivovat až za šera a v noci, kdy jim nehrozí tolik nebezpečí. Orientují se hmatem, a to pomocí dlouhých tykadel i krátkých smyslových chloupků na spodní straně těla.",,Chováme ho od roku 2004.,Afrika zblízka,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka
483,Štír ojedinělý (žlutopásý),Hadogenes paucidens,Ostatní bezobratlí,Štíři (Scorpiones),Má nápadně ploché tělo i klepeta. Samec má oproti samici výrazně delší zúženou část zadečku a je celkově subtilnější.,,,Afrika,Tanzanie,travnaté území,skalnaté oblasti v suché savaně,bezobratlí,převážně větší hmyz,"délka samice 14−16 cm, délka samce 13−15 cm",Samice je březí i déle než rok a rodí 20−30 mláďat.,"Má poměrně rychlý vývin a patří k nejméně jedovatým druhům štírů. Snad právě proto si našel oblibu mezi teraristy. V přírodě žije ve skalních skulinách, v nichž hledá úkryt před horkem i před predátory. Štíři jsou prastará skupina zvířat – první z nich se na Zemi objevili již zhruba před 420 miliony let, tedy dávno předtím, než vznikli dinosauři. Jsou to dokonalí predátoři s výzbrojí na obou koncích těla – dvěma nápadnými klepety vpředu a bodcem napojeným na jedovou žlázu vzadu. Jed slouží nejen k ochromení kořisti, ale také k obraně před nepřáteli, a u některých druhů dokáže zabít i člověka. Platí zde přitom nepřímá úměra: čím mohutnější klepeta, tím slabší zadeček a méně účinný jed. Den tráví štíři v tmavém úkrytu a teprve s příchodem noci se vydávají na lov.",,Chováme je od roku 2006.,Afrika zblízka,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka
484,Veleštír královský,Pandinus imperator,Ostatní bezobratlí,Štíři (Scorpiones),Je jedním z největších štírů na světě. Má tmavé zbarvení a na klepetech hrbolky a štětinky.,,,Afrika,střední a západní Afrika,tropický les,"přízemní patro tropických lesů, často poblíž vody",bezobratlí,různí bezobratlí,"délka až 23 cm, nejčastěji do 15 cm","Samice rodí 15−30 mláďat, která vozí na hřbetě dva týdny.","Je to mírný společenský druh, který tráví den v různých úkrytech, velice často ve skupinách. Výborně se potápí a ve vodě tráví dost času, protože se tak nejen chladí, ale i zbavuje cizopasníků. Štíři jsou nesmírně odolní tvorové: přežijí silné ozáření, dvanáctiměsíční hladovění, vydrží vysoké teploty i zmrazení. V UV světle jejich pokožka modře či nazelenale září. Známé jsou štíří námluvy, při kterých spolu partneři „tančí“. Samec při „tanci“ drží samičku za klepeta a tak se jistí, aby na něj nezaútočila. Zároveň se ji snaží navést nad váček se spermiemi, který předtím odložil na zem. Jakmile se manévr podaří a samička spermie nasaje do těla, dvojice se rozejde. Štíři přivádějí na svět živá mláďata, která matka ještě nějakou dobu (obvykle do jejich prvního svlékání) vozí na hřbetě a chrání je.",,Chováme je od roku 2001.,Afrika zblízka,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka
485,Veleštír promáčkloklepetý,Pandinus cavimanus,Ostatní bezobratlí,Štíři (Scorpiones),"Jméno dostal podle toho, že samci mají typicky promáčklá klepeta. Jinak se podobá veleštíru královskému, dospělí ale jsou víc hnědí až červenohnědí a zvláště klepeta mají červený lesk.",,,Afrika,východní Afrika,travnaté území,"savana, buš",bezobratlí,různé druhy hmyzu včetně sarančí a další bezobratlí,"délka 9−13,5 cm","Samice rodí 8−20 mláďat, která vozí na hřbetě asi 2 týdny.","Ve dne se ukrývá ve vysoké trávě, pod kameny nebo kládami. Potravu se vydává hledat v noci. Má výborný zrak a dokáže urazit i velké vzdálenosti. Rozhodně však není rychlý, aktivní lovec, na kořist raději číhá. V období sucha si vyhrabává podzemní chodby. Patří k mírným, neútočným druhům, vhodným i pro začátečníky.",,Chováme ho od roku 2013.,Afrika zblízka,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka
486,Špaček růžový,Sturnus roseus,Ptáci (Aves),Pěvci (Passeriformes),"Dospělí ptáci jsou nezaměnitelní. Jsou převážně růžoví, se světle oranžovými končetinami a zobákem a leskle černou hlavou, křídly a ocasem. Samci v období rozmnožování mají na hlavě výrazně prodloužená pera, která při vzrušení vztyčují.",,,Evropa,"Hnízdí od jihovýchodní Evropy po jižní Asii, zimuje v tropické Asii a Indii.",listnatý a smíšený les,"louky, sady, vinice, háje",rostliny i živočichové,"hmyz, bobule a další plody, semena, nektar","délka 21 cm, hmotnost 60–90 g","Samice snáší 3–6 vajec, na nichž sedí střídavě se samcem 15 dní.","Rozmnožuje se v době největší hojnosti kobylek, které jsou hlavní potravou pro mláďata. Je nesmírně společenský a vytváří až desetitisícová hejna. Vzácně zahnízdí i v Česku, na zimu odlétá do Indie.",,Špačky růžové jsme chovali v letech 1986−1995 a po delší přestávce je máme od roku 2012.,Ptačí mokřady,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1685-ptaci-mokrady
487,Špaček rudooký,Aplonis panayensis,Ptáci (Aves),Pěvci (Passeriformes),"Je to štíhlý pták s černým peřím s kovovým leskem, nedospělí jsou matnější a mají světlé, tmavě skvrnité břicho. Typická je svítivě červená duhovka.",,,Asie,jižní a jihovýchodní Asie včetně Indonésie,tropický les,tropické a subtropické vlhké nížinné lesy a mangrove,plody,"měkké plody např. papáje, banány, manga, občas i hmyz","délka 19–22 cm, hmotnost 55–60 g","Samička snáší 3 vajíčka, doba inkubace je 12–15 dní.","Létá rychle, za zrajícími plody přeletuje i na velké vzdálenosti. Shromažďuje se do početných, hlučných hejn, za soumraku krouží společně nad odpočinkovými stromy. Hnízdí ve velké výšce, často obsazuje opuštěná hnízda strakapoudů. Jindy si staví dobře propracované hnízdo v korunách palem či jiných stromů nebo dokonce pod okapy budov.",,"Tyto špačky chováme od roku 2005, první mláďata se podařilo odchovat v roce 2009.",Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
488,Špaček čínský,Sturnia sinensis,Ptáci (Aves),Pěvci (Passeriformes),"Našeho špačka připomíná snad jen špičatým zobákem, protože je převážně popelavě šedý, s bíločernými křídly.",,,Asie,"jižní a východní Asie včetně Japonska, Tchaj-wanu a Filipín, na většině území tažný",travnaté území,otevřená krajina včetně zemědělských oblastí a lidských sídel,rostliny i živočichové,"hmyz, zelené části rostlin, plody","délka 17 cm, hmotnost 61 g",Samice snáší 4 vejce do hnízda v dutině stromu či skály nebo v budově.,"Potravu sbírá často na zemi mezi stády dobytka. Je pospolitý a v hejnech i hnízdí – mnohdy dokonce ve smíšených koloniích s jinými druhy špačků. Jedná se o méně běžný druh, který především v Číně rychle mizí.",,Chováme je od roku 2012.,Sečuán - pavilon ptáků z podhůří Himálaje,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1441-secuan-pavilon-ptaku-z-podhuri-himalaje
